title,link,score,review
괴짜들의 로맨스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=195184&target=after,7,"강박증 있는 그들의 로맨스인 줄 알았는데, 결국에는 우리 모두의 로맨스...."
장르만 로맨스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=185264&target=after,1,너무 많은 이야기를 담으려 했나  인물들 모두의 이야기를 때려박으려 했지만 그래서 더 이해가 안됨. 그런 어정쩡한 것 같은 결말을 의도한 것 같기도 함. 그냥 김희원배우랑 류승룡배우 티키타카보는 재미로 보기를 추천
장르만 로맨스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=185264&target=after,10,계산없이웃었다행복했다
골든슬럼버,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=158112&target=after,1,35년 평생 영화관에서 본 100편이 넘는 영화 중 최악의 영화...장르물의 기본은 하나도 안지키고 개연성은 없고 영화 좋아하는 중학생이 대충 찍어도 이거보단 재밌겠다...뭐가 별로인지 길게 적는 행동자체가 ... 의미 없을 정도의 최악의 영화
싱크홀,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=188472&target=after,8,차승원 나오는 영화는 다 재밋어
링,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=28465&target=after,10,휴일날저녁 휴게실에서 이영화보고 바로 막사와 한참떨어진 초소야간근무 나가서 무서워서 후임과 붙어서 근무한적이 생각이남 책도 봐는데 잘만든영화
서편제,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=16906&target=after,10,30년전 부산서 첨보고 눈물범벅에 부끄러워 남들 일어나 갈때  고개숙여 있었던 기억이...그리고 서울 단성사에서 두번째 보았을때도 또...ㅎㅎ. 오늘 티비에서 혼자 보는데도 또 그 감동이 눈물되어 오랜만에 마음이 정화되어 좋았습니다
시동,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=183876&target=after,4,재미없네요...매우 유치합니다
터미네이터: 다크 페이트,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=167605&target=after,6,페미의 페미에 의한 페미의 터미네이터..한국형페미와는 결이 달라도 페미는 페미...
듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,10,이 세계관에 미치도록 빠져든다
우리는 모두 어른이 될 수 없었다,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=208910&target=after,7,이젠 돌아오지 못할 평범하지만 특별했던 우리의 순간들
호빗 : 뜻밖의 여정,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=68073&target=after,10,역시 오랜만에 봐도 정말 최고네요..잘봤습니다!
도가니,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=75413&target=after,8,가엾은 아이들을 위해 힘써주신 모든 분들과 이 영화를 만들어주신 분들의 용기에 그저 감사하다는 생각뿐입니다.
어벤져스: 엔드게임,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=136900&target=after,10,그 때의 그 전율...지렸다
극장판 바이올렛 에버가든,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=196843&target=after,10,재미만 따진다면 재미는 그닥 없지만 연출 영상미 음악은 미쳤다.
"틱, 틱... 붐!",https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=210808&target=after,10,시간이 멈췄으면 하며 달려가는 장면에서 새들이 날라가는 장면은 소름돋았다나도 꿈을꾸며 생일이 안왔었으면 하는 날이 있었다 시간이 멈췄으면
서편제,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=16906&target=after,10,원작이  워낙좋네요 오정해님 연기야 두말할것 없습니다. 참 곱네요
부산행,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=130966&target=after,10,오랜만에 다시봤는데 최고네요너무 잘봤습니다
장르만 로맨스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=185264&target=after,10,
전우치,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=48227&target=after,10,명작. 전우치 이전과 이후로 나뉨
크루엘라,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=187322&target=after,10,연출이 걍 미침....
랑종,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=204496&target=after,8,
싱크홀,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=188472&target=after,9,생각보다볼만하던데 킬링용
강릉,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=208530&target=after,6,감자심포니가 생각나는 유오성의뢰인이 생각나는 장혁내용이 아쉽다.
장르만 로맨스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=185264&target=after,9,"말그대로 '장르만 로맨스' 임. 로맨스코미디물 생각하고 가면 재미없을듯. 나 앞에 앉은 분들은 중간까지 보다가 나가던데 아마 로맨스코미디물 생각했던 것 아닐까. 영화자체는 되게 재밌었음. 근데 막 가벼운 코미디물 이런건 아님. 일반적인 연애의 이야기라기보단.. 영화에서 나오는 세 가지의 사랑, 이러한 형태의 사랑을 과연 어떻게 받아들여야하는가 뭐 그런 고찰하기엔 괜찮았음 . 류승룡 코미디 연기 재밌고 한때는 잘나가던 작가의 창작의 고통 뭐 그런것도 느껴져서 재밌었고 진심이라고 무조건 통하는게 아니라는 그런 고찰도 해보고.."
이터널스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=184311&target=after,6,"수려한 영상미에 잔잔한 연출, 하지만 호흡이 상업 영화와는 맞지 않다."
장르만 로맨스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=185264&target=after,10,솔직하게 감동 재미 이런부분이 큰 비중을 차지하는건 아닌거같은데 연기자 분들 연기가 너무 좋았고영화 내에서도 강조하던 관계라는 것에 대해서 한번 더 생각하게 되는거 같습니다전 정말 집중하고 재밌게 봤는데 같이 본 사람은 좀 살짝 집중이 안됬다고하네요
레드 노티스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191543&target=after,1,"차량 추격씬 CG보고 경악을 금치 못함, 제작비 전부 배우 몸값에 쓰고 CG 작업은 재능기부 받았는가?? 라이언 레이놀즈 형이 심폐소생술 했지만 실패 그래도 말할때마다 계속 웃었다 ㅋㅋㅋㅋ그 외에는... 눈도 못 뜰 지경. 시작부터 중국 돈 냄새나는 제작사 로고, 성룡도 손절했을 법한 예전 중화 냄새 풀풀 나는 스타일 격투씬, 개틀링으로 난사를 해도영화 내내 주인공,악당 포함 피격자가 한명도 없음 조악한 CG, 개나 줘버린 인터폴의 수사와 접근 방식, 이집트 유물을 나치의 불법 장물이라며 체포하는 인터폴의 인성ㅋㅋㅋ"
장르만 로맨스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=185264&target=after,9,재밌어요. 웃음포인트 확실하구요. 어떤 메세지를 전달하는지도 알겠어요.
장르만 로맨스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=185264&target=after,6,딱 킬링타임용. 이상이하도 아님
레드 노티스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191543&target=after,9,완전 억지다 싶었는데 마지막에 어느정도 납득함팝콘무비로 딱 좋음
고양이에게 밥을 주지 마세요,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=195962&target=after,10,사람도 자연의 일부입니다공존은 당연하고도 아름다운 것입니다
페이지 터너,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=63498&target=after,8,와우 생각지도 못한 복수의 동기와 방법에 잔잔한데 그다지 지루하지 않은 스릴러네요
"당신, 거기 있어줄래요",https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=145292&target=after,10,변요한 배우님 보려고 봤는데 기대이상이에요
듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,9,시즌 2가 완전 기대됨1편 잼났음. 영화 분위기 짱드니 빌뵈브짱
서편제,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=16906&target=after,10,부모님 보시는데 힐끔 처다만 봤는데도 순식간에 빠져들어서 큰감동을 주네요
갱스 오브 뉴욕,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=32680&target=after,8,"이 영화는 진입장벽이 높다. 아무래도 미국의 국사를 보는 느낌이다보니 외국인인 우리가 제대로 즐기기엔 쉽지 않다. 미국인이 <명량> 같은 영화를 본다고 생각해보라. 그렇기 때문에 어느 정도 배경지식이 없는 상태에서 영화를 보든가 영화 끝나고 나서 리뷰를 찾아보든가 하는 식으로 보충을 해줘야 한다. 마냥 즐기기에는 영화가 2시간 40분으로 길기도 하고, 이해하려고 따라가려다가 어디선가부터 놓쳐서 포기하고 졸 가능성이 높다. 비록 스콜세지의 전성기가 7,80년대라지만 이 영화를 보면서 느꼈다. '역시 마틴 스콜세지!'"
서편제,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=16906&target=after,10,ㅠㅠ아름다운 배경과 소리 마지막 동생북소리와 송화의 소리에 같이 울었습니다젊을땐 그런가보다..했던영화가 40이 훌쩍넘어 다시보니.감회가 새롭고 다른영화 같네요 훌륭한 영화입니다
이터널스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=184311&target=after,1,걍 듄을 한 번 더 보세요. 최악임
듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,1,처음부터 끝까지 지루하기만함... 영화관 나오는데 여기저기 들리는 목소리 '너무 길어'..영상미 어쩌구 하는데 딱히 볼만한 영상미는 없었던것 같음..19년전 개봉한 반지의제왕급...
이터널스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=184311&target=after,2,잠은 안오는데 보는 내내 재미가 없었다. 이렇게 재미 없을수도 있구나 싶다.  개인적으로 마블 시리즈중 캡틴 마블이 제일 재미 없었는데 이터널스에 비하면 캡틴마블은 완전 최고 재밌는 작품이었던 것이다. 연출이 엉성하기 짝이 없다
디어 에반 핸슨,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=207940&target=after,9,평소 뮤지컬을 사랑하던 사람이라면
기적,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=199860&target=after,10,마음이 따뜻해지는 영화입니디ㅣ.
디어 에반 핸슨,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=207940&target=after,1,싸이코패스 같은 이야기.. 기괴하고 좋은 노래들이 나올 때마다 짜증나기 시작함.
이터널스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=184311&target=after,1,영화본시간이아깝다.
시카리오: 암살자의 도시,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=125466&target=after,10,
펭귄 하이웨이,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=177381&target=after,10,"수OO전 이웃집토토로를 볼 때부터 느꼈던거지만,  역시 현실에 환상을 자연스럽게 섞어서 위화감없는 현실감을 갖게 만드는 청춘 작품은 일본 컨텐츠 최대의 장점인 듯하다. 한없이 확장하지만 오버하지 않는것과, 문학성과 재미를 함께 잡는 것도. 뭐 원작이 명작소설이니까 그럴지도 모르겠지만."
디어 에반 핸슨,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=207940&target=after,6,소문보다는 괜찮은 영화. 막판에 몰아치는 것도 없어 지루하게 느꺼질수도 있고 남주에게 몰입이 안될수도 있는데 기대를 좀 낮추고보면 그다지 문제될건 없는...
미스터 주: 사라진 VIP,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=177509&target=after,10,정말 재밌었어요 !  코믹영화인데 감동도 있고 재밌어요 !
강릉,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=208530&target=after,3,전형적인 한국형 느와르라고 볼 수도 있는데 전체적으로 개연성이 떨어지는 부분이 많아서 몰입이 떨어지고 다 보고 나서 남는 장면이 크게 없네요.
제 7기사단,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=101228&target=after,7,환타지네. 동양인 서양인 흑인 다 나와. 이야기 구조는 짬뽕.
울림의 탄생,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=197069&target=after,10,제가 살아왔던 삶 중에 느껴본 울림 중 단연 최고의 울림이였습니다.
십개월의 미래,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=194666&target=after,10,미래의 선택과 미래의 미래를 응원해
듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,10,계속해서 내용을 찾게되는세계관과 영상 모두 맘에 들어서 유튜브도 찾아보고 n차 관람했습니다
크루엘라,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=187322&target=after,10,101마리 달마시안만 보면 크루엘라 가 너무 미운데크루엘라 보고나선 101마리 달마시안이 밉네요
프렌치 디스패치,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=187312&target=after,8,말이 너무 많고 빠르다....
장르만 로맨스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=185264&target=after,3,정말 정말 크게 실망한 영화. 류승룡씨 보고 극한직업의 재미 생각하고 오셨으면 대실망하실거라 확신하고 재미 생각 안하고 왓어도 실망할 영화초반 조금 재밋고 딱 거기까지. 특히 학생 연기는 부자연스럽고 과함. 그리고 학생과 배우의 사건을 통해서 인물들이 뭔가를 얻어야하는데 그런것도 없음. 왜 넣었는지?그냥 류승룡씨 믿고 재미 원툴만 햇어도 괜찮앗을텐데 한국 영화 특유 억지 웃음 억지 감동 억지 의미부여…예고편이 제일 재밋습니다 돈 낭비하지마시고 예고편만 보세요 별점 3점도 류승룡씨 연기가 좋아서 준거지 빼면 1점도 아깝습니다.
이터널스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=184311&target=after,2,중간에 나갈까 고민 엄청했음
말모이,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=167699&target=after,10,내가 쓰는 우리말이 이렇게 고맙고 또 고맙습니다.
강릉,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=208530&target=after,10,친구 4명과 보고 나올 때 유오성 걸음걸이로 나왔습니다
콜 미 바이 유어 네임,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=158885&target=after,9,"그 해 여름, 강렬했던 태양만큼이나 뜨거웠던  추억 그리고 경험"
디어 에반 핸슨,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=207940&target=after,6,"내용 짜증, 노래 좋음메불메"
로건,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=117787&target=after,8,이런식의 마무리는 20년동안 본 팬들에대한 모독이다....차라리 더 열린결말로 마무리하는게 나을뻔했다.
서편제,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=16906&target=after,10,임권택은 영화라는 매체로 수묵화를 그린다
이별의 아침에 약속의 꽃을 장식하자,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=172113&target=after,1,애니 추천으로 이거 봤는데 이걸 도대체 왜 추천하는 거임... 캐릭터한테 이렇게 몰입 안되는 영화는 오랜만이었다...
장르만 로맨스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=185264&target=after,10,많은 생각을 하게 하는 영화입니다
뉴 오더,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=196396&target=after,8,올해 본 영화 중 가장 충격적인 내용을 담았습니다.그냥 씨티 오브 갓 정도로 생각했는데 픽션이라 다행입니다.
고양이에게 밥을 주지 마세요,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=195962&target=after,10,사회에 숨어 있는 사이코패스가 참 많군요.길고양이의 삶은 녹녹치 않습니다. 싫다면 관심갖지 마세요
장르만 로맨스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=185264&target=after,1,킬링타임 생각하고 봤다가 퀴어영화인줄 몰라서 너무 별로였다. 차별은 아니지만 절대 취향도 아니었음. 영화가 정신도 없고 고등학생이 억지부릴땐 소름돋았다. 여기에 나오는 사랑들은 사랑이 아니라 집착 아닌가요? ㅠ
무수단,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=137944&target=after,1,군대를 모르는 사람이 영화를 만든 것 같습니다
구화영웅,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=107026&target=after,6,일본만화 메구미노 다이고 각색했는데 만화 원작보다 못함
이보다 더 좋을 순 없다,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=18878&target=after,10,
이터널스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=184311&target=after,1,왠만함 글안남기는데 드럽게 지루함 울와이프는 보다 잠듬 보는내내 동석이 형님하고 졸리누나 밖에 안보임
듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,10,영화 분위기하고 ost에 홀린듯이 봤네요 2가 기대됩니다
프렌치 디스패치,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=187312&target=after,9,살아 움직이는 잡지를 보고 온 기분이다. 진부할 법한 내용도 웨스 앤더슨의 특유의 마법으로 유쾌하고 아름답게 승화시켰다.
장르만 로맨스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=185264&target=after,10,평범한 일상속에서 일반적이지 않은 다양한 인간관계를 섬세하고 유쾌하게 풀어나갔다. 어쩌면 불편한 인간관계일 수 있기에 너무 진지하지 않고 가볍고 재미있게 연출한 것이 우리 가까이 있을 수 있는 특별함이 아니라 다양하다고 말하는 거 같다. 그렇게 모처럼 재미있는 영화를 보며 인간관계의 다양함을 생각하게 한 시간이었다. 연기자들의 연기는 말해 뭐해~ 완?벽?해!!
장르만 로맨스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=185264&target=after,10,재미있게 아무 생각없이 보기 좋은 영화
꽃피는 봄이 오면,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=38378&target=after,9,최민식은 사람냄새 나는 영화에서 더 빛난다.무슨 살인마 역할 따위가 아니라...
싱크홀,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=188472&target=after,9,킬링타임용! 그냥 아무생각없이 보면 좋습니다
디어 에반 핸슨,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=207940&target=after,1,보고있는데 대체 언제끝나냐 와 존나 지루하네..
디어 에반 핸슨,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=207940&target=after,4,원작이 훌륭하기에 가능한 공감. 무대라는 공간적 제약을 벗어났음에도 불구하고 영화만의 색다른 장점을 발견하진 못했다.
블랙 위도우,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=184318&target=after,9,지금 이 세계를 조종하는 존재는 과연 무엇인지 함구 하게 한다!
서편제,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=16906&target=after,10,"대한민국 최고의 영화이고, 오정해는 대한민국 최고의 소리꾼이자 최고의 미인이다!"
싱크홀,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=188472&target=after,10,난 나름 괜찮았는디 ㅎ 감동
장르만 로맨스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=185264&target=after,1,.
파이널 크루: 칸우 탈출작전,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=158402&target=after,9,스케일 쩔음...방화도 요만큼만 하자
아야와 마녀,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=194856&target=after,1,우리나라 잼민이들은 순한맛으로 느껴질 정도로 아야 성격이 개판임.유교걸은 보는 내내 아야 불평 + 앞뒤 다른 태도 + 콩순이 그래픽 + 폭망 개연성으로 답답해 죽을뻔. 역대급 줫가튼 성격인 주인공이라고 감히 생각함. Ost가 유일하게 영화의 구세주다....
헤이트풀8,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=124238&target=after,10,"넷플릭스에 뜬거 보고 봤습니다. 정말 먹을 거 없는 잔치상같은 넷플릭스 오리지널 영화들과 비교되고, 장르영화의 걸작"
애프터: 관계의 함정,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=209598&target=after,2,나잇값 못하는 퇴행적 사고
훈즈: 제국의 탄생,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=211616&target=after,1,얼굴에 분칠하고 주접떨기
장르만 로맨스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=185264&target=after,3,이보다 더 개판오분 전이 있을까
기기괴괴 성형수,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=194644&target=after,10,"외모 보단 재능 ,선함 그것을 부정하면 구시대적인 사람과 다를께 없다!"
싱크홀,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=188472&target=after,4,"재난을 소재로 만든 가벼운 B급 오락영화 정도로 봐야함. 연출, 스토리, CG 모두 엉성해서 이걸 재난영화로 보면 욕 나올만한.."
디어 에반 핸슨,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=207940&target=after,8,상실의 아픔을 겪어야하는 가족과 지인들에게 향하는 비난의 시선과 무성한 소문들. 영화는 상실 이후를 다룬다는 점에서 깊게 와닿았다.
디어 에반 핸슨,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=207940&target=after,8,다 떠나 ost만으로도 가치있네요귀가 황홀한 두 시간...지금 넘버들 무한 반복중
장르만 로맨스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=185264&target=after,4,웃음을 주긴 하는데뭔 내용인지 모르겠음..기승전결 마무리가 안 된 느낌이랄까…도대체 뭔 영화인지 모르겠지만영화관에 웃음이 가득하긴 했음..
싱크홀,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=188472&target=after,3,만들다 만 영화같다... 스토리에 허점이 너무너무너무너무너무 많고 전개도 지꼴리는대로님..
장르만 로맨스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=185264&target=after,10,보는 사람마다 다 만족을 채울 수는 없지않을까요? 저는 진짜 재밌다고 생각하는데ㅠㅠ 오랜만에 진짜 유쾌했어요 굳굳
아야와 마녀,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=194856&target=after,1,"지브리 장편영화의 장점은 기발한 아이디어와 그걸 잘 녹여낸 스토리와 연출, 그리고 미려한 영상미였다. 그런데 이 영화는 그 장점들이 하나도 없다. 뚝뚝 끊기는 편집, 계속 정지된 화면만 나오는 밋밋한 연출, 주인공들의 맥끊는 행동들로 관객을 지치게 만든다. 특히 서사가 설득력이 없다. 마녀들의 세계관은 조금도 설명이 없었고, 아야가 마법을 어떻게 배워서 사람을 조종할 수 있게 됐는지 전혀 알 수가 없다. 마지막에 해피엔드라고 적힌 삽화는 억지로 '우리는 가족이 되었습니다!'라고 부추기는 듯 했다. 그 외에도 정지된 화면에서 계속 카메라가 미세하게 진동해서 몰입을 방해했고, 3D 캐릭터의 어색한 움직임, 질감 등 디테일 표현의 부재로 인해 보고 있기 민망했다. 영화 한 편을 만드는 게 얼마나 힘든 일인지는 알지만, 이게 과연 최선이었는지 싶었다."
지옥 - 두개의 삶,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=39040&target=after,10,신이 있다면 그는 사이코다 !
발레리안: 천 개 행성의 도시,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=137970&target=after,4,돈 많이 쓴 영화. 하지만 엉성한 각본
장르만 로맨스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=185264&target=after,2,2천원이라 봤는데 그 돈도 아깝고 내 시간도 아까웠어요 ㅎ
서편제,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=16906&target=after,10,"1993년 소리듣는 오디오를 사작하면서 대논앰프,Jbl4312 스피커로 시작했을때 CD로 LP로 너무 많이 들었던 오정해,김명곤의 소리. 다시 들으니넘 감명입니다. 정말 최고의 영화입니다. 오정해씨가 이 영화로 인해 김소희선생 문하생에서 파문당하는 시련은 있었지만 명작은 명작입니다. 청산도 장면,지리산 눈장면 압권입니다. 임권택 감독의 단연 명작..."
지구를 지켜라!,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=36344&target=after,10,정녕 이 영화가 2003년에 만들어진 데뷔작이란 말인가
강릉,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=208530&target=after,10,"뭔가 가슴이 아리다.. 너무나도 순수한 종족들끼리 살아가는 마을에 욕망으로 가득찬 인간들이 침범해, 그들로부터 지키고 벗어나기 위해 어쩔수 없이 악인으로 같이 변해가며 얼마나 고통스러웠을까.. 단순 건달을 미화하는게 아닌 착하고 순수하게 살고 싶어도 그럴수없는 요즘 시대를 투영하는것 같아 뭔가 자꾸만 무언가 남는듯한 느낌이..그런걸 느낄수 있게 연기해준 유오성, 오대환 연기 넘 멋졌다..감독과 배우들이 말하고 싶던게 내가 느낀 여운이 맞을까..??오대환이 강물에 골프치며 하는 말..형사 친구가 유오성과 늙어서 벽에 똥칠하며 같이 살 친구 하나쯤 있어야 하지 않겠냐는 말..마지막 유오성 내가 다른 선택지가 있었냐는 말.."
강릉,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=208530&target=after,9,오대환 배우가 감동이 크다 ㄷㄷ
리틀 포레스트,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=154449&target=after,10,
모던 타임즈,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=10249&target=after,10,찰리 채플린은 천재일 뿐 아니라 시대의 아이콘이다
악마를 보았다,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=72408&target=after,10,
군도:민란의 시대,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=99752&target=after,6,캐릭터만 남는 영화
뱅드림! 필름 라이브,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=189086&target=after,7,"구작이라서 퀄리티는 떨어지지만, 나름 괜찮음굳이 다시 영화관에서 볼 필요는 없었고 라프텔에서 보는거 추천"
뽕 2,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=19597&target=after,10,강문영 몸매대역인데ㅋㅋㅋ
아워 미드나잇,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=198626&target=after,10,아침이 오기 전 새벽과 함께하는 법을 알려주는 영화
장르만 로맨스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=185264&target=after,10,웃기고 메세지도 있고 너무 좋았습니다!
변산,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=164151&target=after,10,잔잔하게 스며들면서도 웃기고 슬픈 영화
관계의 가나다에 있는 우리는,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191267&target=after,6,"다큐멘터리 소재가 되는 콜텍 노동자의 투쟁과 입양아의 엄마 찾기는 서로 어울리지 않지만, 배우들의 편안한 연기와 그래도 공감이 되는 이야기 덕분에 충분히 괜찮게 볼 수 있다."
새해전야,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=190382&target=after,4,"각각의 이야기는 그럭저럭 평범한데, 아무리 봐도 “새해”와는 전혀 관련이 없는 내용들이다. 인물들이 사랑하고 갈등하며 다시 만나는 과정은 생각만큼 몰입되진 않는다."
강릉,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=208530&target=after,1,진짜 재미없는 정도가 아니고 심하다.. 배우가 아깝고스토리는 읭?중간에 나가고싶었음....
빛과 철,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=194084&target=after,7,"모든 캐릭터들이 숨기고 있던 비밀이 조금씩 밝혀지면서 안타까움과 탄식을 잘 유발한다. 세 주연 배우는 인상적인 연기를 펼치고, 잔잔한 전개에도 충분히 몰입이 된다."
샹치와 텐 링즈의 전설,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=187348&target=after,2,역대 마블 영화 통틀어서 최악이네.두시간이 아깝다.3류 중국 무협영화나 보는게 나을뻔;;;
두번할까요,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=175404&target=after,1,두번하든 세번해든 난 두번 다시 안볼거다
나이트 티스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=211162&target=after,8,나름 꿀잼 ㅅㄱ용ㅎㅎㅎ
